id,context,prompt,speaker_utterance,listener_utterance,exchange_number,s_word_len,l_word_len,empathy,,
hit:514_conv:1028,impressed,I met the house cleaned by my 6 years old daughter before i get home yesterday,My daughter is growing so fast. She cleaned the house before i get home yesteday,That is great. My mom had three boys_comma_ so I will be lucky to have a daughter.,1,15,17,2,,
hit:514_conv:1028,impressed,I met the house cleaned by my 6 years old daughter before i get home yesterday,Did you do house chores as young boys,It was more shared with the whole family. But later my dad hired a maid.,2,8,15,2,,
hit:577_conv:1155,anxious,i will be having an exam next week,am so anxious about the exam and i feel like i am not ready for it,You need to calm down and focus so that you can pass the exam,1,16,14,1,,
hit:577_conv:1155,anxious,i will be having an exam next week,I am trying to,Do you get enough sleep. Being sleep deprived can make you lose focus,2,4,13,1,,
hit:7698_conv:15397,confident,I have regularly attending driving school.,I have regularly attending driving school and I am getting better every day.,DId you get tickets? Or getting ready for your licease?,1,13,10,2,,
hit:7698_conv:15397,confident,I have regularly attending driving school.,Getting ready for my license. I think I am confident enough now in my abilities to pass the test.,That is awesome! Good luck I am sure you will do great.,2,19,12,2,,
hit:8174_conv:16348,furious,The time my teacher gave me the wrong marks back for a test. It was a math test.,Cannot believe he marked me wrong on that test.,That is terrible! How long did you study for it?,1,9,10,2,,
hit:8174_conv:16348,furious,The time my teacher gave me the wrong marks back for a test. It was a math test.,I studied for a week_comma_ it was my final exam.,I bet you put a lot of effort into it. Maybe you could talk to him and plead your case to get him to reconsider.,2,10,25,2,,
hit:8587_conv:17174,disappointed,I was so let down. I did not get any presents for my birthday.,I was so let down. I did not get any presents for my birthday.,That is horrible_comma_ but I have been there myself. It is hard to not be upset about it.,1,14,18,3,,
hit:8587_conv:17174,disappointed,I was so let down. I did not get any presents for my birthday.,I know. But it is still upsetting to think no one cares.,I know what you mean_comma_ it is hard. The only advice I have is that God is always there even when no one else is.,2,12,25,3,,
hit:5498_conv:10997,hopeful,I think I will knock it out of the park this semester. I have the easiest classes.,I have the easiest classes this semester,Did that happen intentionally?,1,7,4,1,,
hit:5498_conv:10997,hopeful,I think I will knock it out of the park this semester. I have the easiest classes.,Yes. I am going to do so well. I think I literally cannot fail.,Good_comma_ just make sure to do what you have to still!,2,14,11,1,,
hit:2854_conv:5709,annoyed,This guy at school follows me around.,This guy at school keeps following me around. He followed me all day yesterday. I think he want's to be my friend.,Is he acting creepy at all?,1,22,6,3,,
hit:2854_conv:5709,annoyed,This guy at school follows me around.,It is getting to that point. I wish he would just stop. I have enough friends already.,Have you tried to talk to him at all and see what his deal is?,2,17,15,3,,
hit:2854_conv:5713,devastated,I got pantsed in PE class once. The other 8th grade girls decided it would be fun for me to lose my pants while we played dodge ball. I was so embarrassed.,One time I got pantsed in PE class. The other girls thought I should lose my pants while we were playing dodgeball.,That must have been embarrassing. Did the girls get in trouble for it?,1,22,13,3,,
hit:2854_conv:5713,devastated,I got pantsed in PE class once. The other 8th grade girls decided it would be fun for me to lose my pants while we played dodge ball. I was so embarrassed.,I do not remember. I was pretty numbed out.,I would have switched schools if I were you. I would hate to have to be with bullies like that,2,9,20,3,,
hit:7823_conv:15647,anticipating,i am looking forward to trying to get pregnant by the end of the year,i am looking forward to trying to get pregnant by the end of the year,I do not think that I want kids.,1,15,8,3,,
hit:7823_conv:15647,anticipating,i am looking forward to trying to get pregnant by the end of the year,hmmmm. that is interesting. never heard that before.,well i am sure many people do not want to have kids.,2,8,12,3,,
hit:586_conv:1173,lonely,I had no friends in high school_comma_ misery is being surrounded by an entire class and no one talking to you.,I had no friends while in high school and was really miserable.,Yea I know that feel_comma_ outside of a few people I knew nearly know one and avoided lots of people cause no one cared,1,12,24,3,,
hit:586_conv:1173,lonely,I had no friends in high school_comma_ misery is being surrounded by an entire class and no one talking to you.,Yes_comma_ and now that I have added them on Facebook_comma_ they still do not interact with me.,It can be really frustrating_comma_ seems like so many people have it good while so many have the short end of the stick,2,17,23,3,,
hit:11439_conv:22879,prepared,Last winter a big snow storm was approaching. I had to rush around to get the final stuff and the snow had already started.,Last winter a big snow storm was approaching. I had to rush around to get the final stuff and the snow had already started.,Were you able to get all the things you needed in time,1,24,12,2,,
hit:11439_conv:22879,prepared,Last winter a big snow storm was approaching. I had to rush around to get the final stuff and the snow had already started.,Yes thankfully. It was a fast moving storm. I ended up very lucky.,That is good_comma_ I need to prepare for this year it is going to be winter before we know it,2,13,20,2,,
hit:2376_conv:4753,annoyed,Nail in tire was very frustrating,I was running late this morning and went outside to find a nail in my tire. It was flat.,Oh god. I hate that. What did you do?,1,19,9,1,,
hit:2376_conv:4753,annoyed,Nail in tire was very frustrating,I had to put the spare on and take the damaged tire to be fixed. It was so frustrating.,I am sorry that happened. How much did it cost to repair?,2,19,12,1,,
hit:537_conv:1075,surprised,I tried tea for the first time and it tasted much better than I expected.,I had never had tea thinking it was going to be awful but I recently had some and liked it a lot.,I am sure that was quite a delightful experience_comma_ especially since you were not expecting to enjoy it. Was it regular tea or flavored?,1,22,24,2,,
hit:537_conv:1075,surprised,I tried tea for the first time and it tasted much better than I expected.,Just regular green tea. It was iced and not hot though_comma_ since it is the summer,You had an invigorating tea_comma_ delicious! Would you have it again or was this a one time encounter with tea?,2,16,20,2,,
hit:11699_conv:23399,devastated,I'm torn up_comma_ my dog had to be put down today because of old age. Ruined my day.,I am torn up_comma_ my dog had to be put down today because of old age,Oh my Gosh. I am sorry. that can be really tough.,1,16,11,3,,
hit:11699_conv:23399,devastated,I'm torn up_comma_ my dog had to be put down today because of old age. Ruined my day.,Yeah_comma_ he was a great dog_comma_ but he lived a very good life so that is a positive_comma_ I guess.,Thats the most important thing. I bet he wants you to move on and be happy.,2,20,16,3,,
hit:9136_conv:18273,nostalgic,I remember when people said hello and thank you. Those were the days.,I remember when people said hello and thank you.,I guess people are way more rude these days arent they,1,9,11,1,,
hit:9136_conv:18273,nostalgic,I remember when people said hello and thank you. Those were the days.,Absolutely! Those were the days.,I do miss that as well_comma_ maybe it will come back,2,5,11,1,,
hit:3965_conv:7930,impressed,My daughter showed me a poem she wrote. It was really good. I was plesantly surprised.,My daughter showed me a poem she wrote earlier today,oh cool_comma_ what was it about?,1,10,6,1,,
hit:3965_conv:7930,impressed,My daughter showed me a poem she wrote. It was really good. I was plesantly surprised.,IT was about going back to school. She had average grades in English last year. I was surprised it was so good.,Wow that is nice_comma_ how old is she?,2,22,8,1,,
